row,sid,casrn,name,Spread,Sick,PctCases,Cases,CountyCaseRate,StateCaseRate,PctDeaths,Deaths,PctDeaths2,CountyDeathRate,StateDeathRate,StatePctTested,StateTestRate,SVISocioeconomic,SVIMinority,SVIHousing,PctBeds,Mobility,PctNoIns,PctGE65,DaytimePopDensity,PrematureDeath,Smoking,AirPollution,Diabetes,Traffic,DistancingGrade,Obesity,PctBlack,PctNative
1,"-86.6441,32.5395",1001,"Alabama, Autauga",0.154036499,8.956673441,0.058146436,3233,1.011757558,1.010944546,0.01299103,42,0.000755382,1,1.007566022,0.347071148,1.004404821,0.3631,0.5947,0.3741,0.001528749,1733.08,7.1,14.6,76,8128.59119,0.180815572,11.7,0.111,88.45704042,5,0.333,0.193431773,0.004802072
2,"-87.7221,30.7277",1003,"Alabama, Baldwin",0.167413481,8.054233059,0.048109824,10489,1.012341148,1.010944546,0.013442654,141,0.000646724,1.003077039,1.007566022,0.347071148,1.004404821,0.2232,0.4358,0.3359,0.001522782,1971.57,10.2,19.5,121,7354.12253,0.174890326,10.3,0.107,86.99742988,5,0.31,0.087839759,0.007723991
3,"-85.3871,31.8683",1005,"Alabama, Barbour",0.071993671,3.657409268,0.050801817,1264,1.005192067,1.010944546,0.023734177,30,0.001205739,1.004854825,1.007566022,0.347071148,1.004404821,0.978,0.8558,0.9889,0.002974157,1080.54,11.2,18,27.5,10253.5734,0.219999845,11.5,0.176,102.2917622,3.7,0.417,0.480326353,0.006591375
4,"-87.1251,32.9964",1007,"Alabama, Bibb",0.156652361,9.776785714,0.062410714,1398,1.01233858,1.010944546,0.028612303,40,0.001785714,1.007354526,1.007566022,0.347071148,1.004404821,0.7694,0.4323,0.7189,0.0015625,1272.47,7.9,16.3,28.9,11977.53948,0.191141999,11.2,0.145,29.33558001,4,0.376,0.211205357,0.004375
5,"-86.5679,33.9821",1009,"Alabama, Blount",0.202293202,12.81120332,0.063329876,3663,1.015857884,1.010944546,0.012831013,47,0.000812586,1.003077039,1.007566022,0.347071148,1.004404821,0.6143,0.5915,0.1741,0.000691563,1395.46,11,17.8,71.7,11335.07113,0.19208672,11.7,0.17,33.41178196,4.3,0.338,0.014626556,0.00653527
6,"-85.7127,32.1003",1011,"Alabama, Bullock",0.037344398,2.663247189,0.071315841,723,1.001991667,1.010944546,0.027662517,20,0.001972776,1,1.007566022,0.347071148,1.004404821,0.9771,0.6749,0.765,0.006016966,991.59,10.8,15.6,15.6,11679.55898,0.22894664,11.2,0.237,4.0665382,3,0.372,0.695403433,0.008384297
7,"-86.6806,31.753",1013,"Alabama, Butler",0.096198604,6.300813008,0.065497967,1289,1.007301654,1.010944546,0.034134988,44,0.002235772,1.006667848,1.007566022,0.347071148,1.004404821,0.8455,0.6447,0.6259,0.004776423,1042.91,10.2,19,25.1,14359.9391,0.21765335,10.6,0.192,19.3110679,3.7,0.433,0.445579268,0.003760163
8,"-85.8263,33.7748",1015,"Alabama, Calhoun",0.177200313,11.87465544,0.06701261,7658,1.012360189,1.010944546,0.016845129,129,0.001128836,1.002234681,1.007566022,0.347071148,1.004404821,0.7866,0.6507,0.6492,0.004830368,1573.18,9.4,16.8,193.1,12078.61615,0.206125604,11.8,0.175,109.8991631,5,0.385,0.208502148,0.005399162
9,"-85.3907,32.9136",1017,"Alabama, Chambers",0.107971746,6.366205563,0.058961773,1982,1.005978712,1.010944546,0.027749748,55,0.001636174,1.002624744,1.007566022,0.347071148,1.004404821,0.6901,0.4597,0.7943,0.003421092,1190.48,10.8,18.9,46.7,11112.53661,0.193929271,11.4,0.199,20.27158691,4,0.401,0.395656701,0.003064108
10,"-85.6064,34.1781",1019,"Alabama, Cherokee",0.124250214,5.570067609,0.044829441,1167,1.009798935,1.010944546,0.020565553,24,0.000921942,1,1.007566022,0.347071148,1.004404821,0.6879,0.2751,0.2741,0.002304856,1292.06,8.3,21.7,37,12349.70759,0.174986738,11.4,0.152,25.90888704,4,0.35,0.042409342,0.006607253
11,"-86.7173,32.8504",1021,"Alabama, Chilton",0.111376293,6.341584943,0.056938373,2514,1.008340537,1.010944546,0.018695306,47,0.00106448,1.006231494,1.007566022,0.347071148,1.004404821,0.7685,0.6966,0.3636,0.000588861,1342.57,14.2,15.8,54.2,10019.3128,0.201889791,11.2,0.186,28.80120495,4,0.377,0.099676126,0.005662129
12,"-88.2656,32.0223",1023,"Alabama, Choctaw",0.04954955,1.713262207,0.034576746,444,1.001945555,1.010944546,0.045045045,20,0.001557511,1,1.007566022,0.347071148,1.004404821,0.9057,0.5896,0.5775,0.001946889,1248.23,11.4,22.1,13.3,12479.82215,0.187932483,10.1,0.174,17.1898326,3.7,0.413,0.415154583,0.001869013
13,"-87.8355,31.681",1025,"Alabama, Clarke",0.1,7.357859532,0.073578595,1760,1.008391615,1.010944546,0.013636364,24,0.001003344,1.012507773,1.007566022,0.347071148,1.004404821,0.9436,0.4763,0.7345,0.003553512,1278.77,10.8,19,21.2,11144.03737,0.205796553,10.4,0.224,66.28763227,3.7,0.341,0.443269231,0.005267559
14,"-85.8584,33.2698",1027,"Alabama, Clay",0.07638191,5.725047081,0.074952919,995,1.005728463,1.010944546,0.028140704,28,0.002109228,1.005208897,1.007566022,0.347071148,1.004404821,0.8162,0.4247,0.1579,0.003389831,1075.36,10.2,19.8,20.5,10461.83432,0.196203542,10.6,0.135,37.23049033,3.7,0.406,0.138305085,0.005423729
15,"-85.5201,33.6768",1029,"Alabama, Cleburne",0.112643678,6.539000467,0.05805031,870,1.00866722,1.010944546,0.016091954,14,0.000934143,1,1.007566022,0.347071148,1.004404821,0.8694,0.3419,0.1,,1322.85,12.8,18.8,21.4,11087.98445,0.183744658,11,0.125,41.33377646,3.7,0.373,0.028691533,0.004937613
16,"-85.989,31.3993",1031,"Alabama, Coffee",0.14015417,7.70579283,0.054980832,2854,1.01136114,1.010944546,0.008759636,25,0.000481612,1.011982885,1.007566022,0.347071148,1.004404821,0.5373,0.7256,0.1923,0.002523647,1638.25,10.1,16.3,70.3,8175.362392,0.174447576,10.9,0.161,58.32119681,5,0.342,0.171877709,0.014101601
17,"-87.8017,34.6985",1033,"Alabama, Colbert",0.165149893,11.26693693,0.06822249,3736,1.008707915,1.010944546,0.014186296,53,0.000967824,1.011273301,1.007566022,0.347071148,1.004404821,0.6519,0.397,0.1025,0.006628684,1335.96,8.1,19.3,92,10644.99212,0.186588211,10.7,0.162,80.77685451,5,0.306,0.1599832,0.006628684
18,"-86.9932,31.434",1035,"Alabama, Conecuh",0.115135834,7.249328012,0.062963265,773,1.007227212,1.010944546,0.019404916,15,0.001221797,1,1.007566022,0.347071148,1.004404821,0.9529,0.4397,0.213,0.004724281,953.55,14.5,21.6,14.3,10822.45243,0.21107513,10.3,0.259,34.49578404,3.7,0.43,0.456626212,0.005131547
19,"-86.2485,32.9369",1037,"Alabama, Coosa",0.192488263,7.652823145,0.03975735,426,1.011585127,1.010944546,0.009389671,4,0.000373308,1,1.007566022,0.347071148,1.004404821,0.693,0.5314,0.2913,,1034.43,7.8,21.8,12.3,12691.20418,0.203999656,11,0.208,24.29286885,3,0.403,0.304713019,0.005972935
20,"-86.4505,31.2478",1039,"Alabama, Covington",0.11982308,8.057102688,0.067241659,2487,1.007638074,1.010944546,0.015279453,38,0.001027416,1,1.007566022,0.347071148,1.004404821,0.8232,0.3941,0.4702,0.005055967,1423.12,11.2,20.5,34.6,11418.12282,0.192494515,10.5,0.153,42.46334895,4,0.317,0.124425458,0.006921538
21,"-86.3159,31.7294",1041,"Alabama, Crenshaw",0.071801567,3.978587963,0.05541088,766,1.004751473,1.010944546,0.041775457,32,0.002314815,1.004545829,1.007566022,0.347071148,1.004404821,0.7271,0.6979,0.2353,0.004701968,1335.68,10,18.3,20.2,9944.64447,0.186469296,10.7,0.182,57.6469532,3.7,0.38,0.232204861,0.006293403
22,"-86.8689,34.1302",1043,"Alabama, Cullman",0.207002346,13.74607512,0.066405407,5541,1.015220612,1.010944546,0.010286952,57,0.000683109,1.010448401,1.007566022,0.347071148,1.004404821,0.6895,0.3305,0.3945,0.001737734,1356.57,11.8,18,106.9,10182.18218,0.179010712,11.6,0.193,51.37029012,5,0.369,0.012056279,0.006459577
23,"-85.611,31.4304",1045,"Alabama, Dale",0.142646517,7.905057603,0.055417109,2713,1.011172275,1.010944546,0.021747143,59,0.001205164,1,1.007566022,0.347071148,1.004404821,0.779,0.6772,0.455,0.001817959,1442.93,11.4,16.1,98.3,10467.43601,0.200573949,11,0.158,41.48575449,4.3,0.372,0.204510172,0.00800719
24,"-87.1087,32.3269",1047,"Alabama, Dallas",0.088270859,5.716523101,0.064761159,2481,1.006075798,1.010944546,0.013704152,34,0.000887497,1.004273816,1.007566022,0.347071148,1.004404821,0.9669,0.5345,0.8392,0.004567998,1106.3,12,16.8,41.5,14717.16607,0.24088991,11.1,0.159,60.7083347,3.7,0.431,0.700574263,0.002897416
25,"-85.8078,34.4595",1049,"Alabama, DeKalb",0.151372138,12.13140015,0.080142887,5721,1.011470834,1.010944546,0.008390142,48,0.00067241,1.015838534,1.007566022,0.347071148,1.004404821,0.8035,0.7625,0.4779,0.001877145,1347.91,14.5,16.3,88.2,10747.78372,0.210282708,11.3,0.128,53.00399897,4.3,0.292,0.014484836,0.020298382
26,"-86.1442,32.5979",1051,"Alabama, Elmore",0.164681725,9.793984393,0.059472199,4870,1.013097766,1.010944546,0.014784394,72,0.00087926,1.00403252,1.007566022,0.347071148,1.004404821,0.4911,0.581,0.5177,0.001685249,2011.01,8.2,14.5,99.6,8762.552569,0.174525019,11.9,0.158,57.06195387,5,0.343,0.212146006,0.005190079
27,"-87.1592,31.1257",1053,"Alabama, Escambia",0.112354521,6.83030369,0.060792424,2234,1.009150604,1.010944546,0.014324082,32,0.000870796,1,1.007566022,0.347071148,1.004404821,0.9557,0.6027,0.5839,0.003864156,1195.3,15.5,17.3,37.6,12227.37578,0.224125846,10.2,0.188,35.83380504,4,0.394,0.314030696,0.038723196
28,"-86.0405,34.0457",1055,"Alabama, Etowah",0.197339813,15.05351167,0.076282183,7819,1.012496001,1.010944546,0.010231487,80,0.00078048,1.019259021,1.007566022,0.347071148,1.004404821,0.7169,0.6396,0.2904,0.006117013,1466.59,10.4,18.3,179.8,11905.22239,0.201473986,11.5,0.157,140.0436571,5,0.355,0.154837514,0.006087746
29,"-87.7389,33.7208",1057,"Alabama, Fayette",0.198600175,13.81366762,0.069555163,1143,1.012887986,1.010944546,0.01399825,16,0.000973651,1,1.007566022,0.347071148,1.004404821,0.8306,0.2216,0.5454,0.003712043,1146.87,8.8,20.5,23.4,9720.775126,0.180015933,10.6,0.233,34.0756081,4,0.41,0.118541958,0.004685693
30,"-87.8429,34.4424",1059,"Alabama, Franklin",0.10678925,9.629180882,0.090169945,2828,1.007440259,1.010944546,0.012022631,34,0.00108408,1,1.007566022,0.347071148,1.004404821,0.8713,0.8185,0.5275,0.003985588,1343.97,12.8,16.2,47.1,10155.22727,0.19250583,10.5,0.148,40.9263719,4,0.343,0.038835571,0.015464082
31,"-85.8357,31.0939",1061,"Alabama, Geneva",0.120317003,6.346431557,0.052747587,1388,1.008847599,1.010944546,0.010806916,15,0.000570039,1.07570374,1.007566022,0.347071148,1.004404821,0.9376,0.4626,0.2716,0.003154214,1160.77,13.7,19.4,39,11145.1732,0.200036033,10.6,0.169,44.82286424,4,0.387,0.093144334,0.010260698
32,"-87.9568,32.855",1063,"Alabama, Greene",0.193181818,12.38916555,0.064132151,528,1.018004541,1.010944546,0.035984848,19,0.002307786,1.007753795,1.007566022,0.347071148,1.004404821,0.9959,0.5043,0.9554,0.002429248,859.79,11.4,20.4,12.6,11618.61978,0.246328187,10.5,0.145,35.06579969,3,0.355,0.796064618,0.003279485
33,"-87.6328,32.7604",1065,"Alabama, Hale",0.126126126,9.506994432,0.075376884,1110,1.011587115,1.010944546,0.02972973,33,0.002240934,1.004405628,1.007566022,0.347071148,1.004404821,0.9334,0.5116,0.9347,0.002648377,1084.49,8.8,18.3,18.9,12327.01842,0.220772913,10.8,0.178,42.62149223,3,0.404,0.578025261,0.002512563
34,"-85.2427,31.5115",1067,"Alabama, Henry",0.111342352,6.217676797,0.055842873,961,1.006091963,1.010944546,0.008324662,8,0.000464873,1.019259021,1.007566022,0.347071148,1.004404821,0.6971,0.4725,0.2713,,1316.76,11.4,21.6,26.3,9242.485732,0.184298454,10.9,0.166,29.3180034,3,0.363,0.258295078,0.004939276
35,"-85.2994,31.152",1069,"Alabama, Houston",0.11959799,6.818051603,0.057008079,5970,1.007901249,1.010944546,0.008542714,51,0.000487004,1.028124813,1.007566022,0.347071148,1.004404821,0.6943,0.5938,0.3502,0.006254655,1650.72,10.4,16.9,194.1,9647.190512,0.192497828,10.7,0.135,139.9573014,5,0.381,0.269198449,0.005404786
36,"-85.9975,34.7814",1071,"Alabama, Jackson",0.242911153,19.87010979,0.081799907,4232,1.014020634,1.010944546,0.005907372,25,0.000483223,1.011982885,1.007566022,0.347071148,1.004404821,0.7927,0.3126,0.3231,0.003285913,1272.14,9.6,19.1,45.2,11088.1462,0.199589209,11,0.165,29.91325272,4,0.387,0.034134838,0.016816144
37,"-86.8951,33.5555",1073,"Alabama, Jefferson",0.182772312,10.96162597,0.059974215,39541,1.013484915,1.010944546,0.014137225,559,0.000847869,1.010662961,1.007566022,0.347071148,1.004404821,0.5185,0.8099,0.6211,0.006338541,1969.26,9.5,15,664.2,10969.5082,0.176220453,13.4,0.129,419.0718469,5,0.346,0.431260428,0.00286971
38,"-88.0967,33.78",1075,"Alabama, Lamar",0.181927711,10.90725224,0.059953771,830,1.015749111,1.010944546,0.010843373,9,0.000650101,1.016968505,1.007566022,0.347071148,1.004404821,0.8726,0.2034,0.3251,,1229.93,9.4,21.1,22.2,11927.62734,0.20430552,10.3,0.188,28.62064269,4,0.357,0.103943947,0.002889338
39,"-87.6562,34.9017",1077,"Alabama, Lauderdale",0.179476861,9.655038046,0.053795447,4970,1.011333231,1.010944546,0.012072435,60,0.000649442,1.007354526,1.007566022,0.347071148,1.004404821,0.4946,0.4464,0.5622,0.003875004,1567.36,9.1,19.3,123.9,9035.057259,0.166560043,11,0.138,108.4593976,5,0.325,0.098931668,0.004513622
40,"-87.3107,34.5204",1079,"Alabama, Lawrence",0.170019468,7.949752708,0.046757897,1541,1.011648855,1.010944546,0.023361454,36,0.001092332,1,1.007566022,0.347071148,1.004404821,0.7373,0.3725,0.2028,0.002973572,1275.62,8.2,17.4,39.2,11825.56396,0.201876462,11.3,0.193,30.07263451,4,0.326,0.108322966,0.058045332
41,"-85.3513,32.6015",1081,"Alabama, Lee",0.097498546,5.111595025,0.052427398,8595,1.007959614,1.010944546,0.008609657,74,0.000451382,1.01215288,1.007566022,0.347071148,1.004404821,0.5465,0.7189,0.9214,0.001915323,1764.36,7.9,11.1,239.6,6973.45029,0.175601404,12.1,0.09,120.0342777,5,0.299,0.227770966,0.003726951
42,"-86.9831,34.8119",1083,"Alabama, Limestone",0.17408199,9.316447273,0.053517583,5147,1.013155788,1.010944546,0.009520109,49,0.000509493,1.005970998,1.007566022,0.347071148,1.004404821,0.5812,0.6186,0.4521,0.000738245,1932.38,9.6,14.7,129.5,7722.208551,0.181733566,11.8,0.138,49.28410276,5,0.339,0.134932518,0.008266267
43,"-86.6516,32.1597",1085,"Alabama, Lowndes",0.062206573,5.313815921,0.085422097,852,1.003227036,1.010944546,0.035211268,30,0.00300782,1,1.007566022,0.347071148,1.004404821,0.9732,0.539,0.4954,,1065.48,9.2,17.9,14,15840.44178,0.226159112,10.9,0.139,11.47899036,3,0.469,0.719370363,0.003709645
44,"-85.6927,32.3876",1087,"Alabama, Macon",0.113116727,5.097890341,0.04506752,831,1.009459211,1.010944546,0.028880866,24,0.001301589,1.012507773,1.007566022,0.347071148,1.004404821,0.9494,0.5053,0.915,0.007755301,1041.16,8.1,18.6,32.2,12688.78087,0.214146964,11.7,0.23,14.69893108,3.3,0.496,0.800477249,0.002657411
45,"-86.5507,34.7633",1089,"Alabama, Madison",0.196609758,8.829010229,0.044906267,16459,1.014765557,1.010944546,0.009903396,163,0.000444725,1.003555735,1.007566022,0.347071148,1.004404821,0.2863,0.7217,0.3836,0.002968468,2229.86,8.9,14.3,501.8,8270.305986,0.168201727,11.6,0.135,199.0231982,5,0.329,0.244369323,0.008097807
46,"-87.788,32.2477",1091,"Alabama, Marengo",0.132142857,9.703136473,0.073429141,1400,1.011534708,1.010944546,0.017857143,25,0.001311235,1.005848751,1.007566022,0.347071148,1.004404821,0.8643,0.496,0.4088,0.005192489,1265.19,9.6,18.9,20.7,12171.58483,0.213560004,10.6,0.176,81.48256346,3.7,0.422,0.510752124,0.002412672
47,"-87.887,34.137",1093,"Alabama, Marion",0.149271845,8.265295837,0.055370762,1648,1.010670051,1.010944546,0.023665049,39,0.001310352,1.011500298,1.007566022,0.347071148,1.004404821,0.778,0.3002,0.4209,0.004031852,1335.22,10.5,20.8,39.6,11106.40739,0.190602036,10.5,0.204,56.10522612,4.3,0.368,0.037832208,0.004233444
48,"-86.3049,34.3698",1095,"Alabama, Marshall",0.180130719,14.33788719,0.079597124,7650,1.011470394,1.010944546,0.008366013,64,0.000665911,1.014162215,1.007566022,0.347071148,1.004404821,0.7427,0.7708,0.3149,0.002497165,1453.99,13.1,16.8,155.3,10062.94593,0.210178535,11.8,0.118,64.65492116,5,0.344,0.02403521,0.011216431
49,"-88.2084,30.7847",1097,"Alabama, Mobile",0.094725806,5.022271527,0.053019043,21937,1.007881467,1.010944546,0.017641428,387,0.000935332,1.003746932,1.007566022,0.347071148,1.004404821,0.6815,0.6845,0.723,0.004096607,1640.17,11.6,15.3,346.7,10464.35973,0.193699692,10.8,0.14,252.6236452,5,0.363,0.357456188,0.009389569
50,"-87.37,31.5673",1099,"Alabama, Monroe",0.131057269,5.6486448,0.043100584,908,1.00862886,1.010944546,0.012114537,11,0.000522144,1,1.007566022,0.347071148,1.004404821,0.9551,0.469,0.3728,0.004461955,1026.37,13.4,18.9,23.1,12611.65879,0.23257539,10.4,0.184,32.16607277,3.7,0.418,0.409645417,0.013433332
51,"-86.2097,32.2207",1101,"Alabama, Montgomery",0.089621598,5.381749888,0.060049698,13557,1.00691004,1.010944546,0.019104522,259,0.001147221,1.00680012,1.007566022,0.347071148,1.004404821,0.6984,0.8656,0.7463,0.004199094,1649.33,10.5,14.2,337.5,9820.775786,0.196831529,11.9,0.139,359.0638711,5,0.377,0.585454658,0.003366362
52,"-86.8548,34.455",1103,"Alabama, Morgan",0.197723695,13.71243356,0.069351493,8259,1.013635234,1.010944546,0.007506962,62,0.000520619,1.009572869,1.007566022,0.347071148,1.004404821,0.5838,0.7504,0.5775,0.003375627,1668.44,10.2,16.7,198.6,9540.78076,0.188557062,11.6,0.127,123.4341194,5,0.324,0.126594396,0.011008573
53,"-87.2977,32.6405",1105,"Alabama, Perry",0.0626703,5.032822757,0.080306346,734,1.00557172,1.010944546,0.01226158,9,0.000984683,1.036554323,1.007566022,0.347071148,1.004404821,0.9879,0.6237,0.994,,943,12.7,18.6,13.6,14264.36598,0.260030886,10.7,0.158,23.58911052,3,0.434,0.675273523,0.002625821
54,"-88.0882,33.2809",1107,"Alabama, Pickens",0.107013738,7.423011335,0.069365032,1383,1.008217296,1.010944546,0.017353579,24,0.001203732,1.019259021,1.007566022,0.347071148,1.004404821,0.9156,0.8446,0.8163,0.002808707,1031.71,8.5,18.4,18.8,9794.391914,0.21199123,10.5,0.15,32.21552423,3,0.349,0.398234527,0.002407463
55,"-85.9408,31.804",1109,"Alabama, Pike",0.079512478,4.109424681,0.051682764,1723,1.00533552,1.010944546,0.009286129,16,0.000479933,1.009262422,1.007566022,0.347071148,1.004404821,0.9143,0.8214,0.9233,0.002909593,1249.01,9.6,14.6,53.4,10402.61329,0.206046562,11,0.123,66.9725804,4,0.362,0.373147759,0.007079009
56,"-85.4571,33.2953",1111,"Alabama, Randolph",0.07960644,3.916391639,0.04919692,1118,1.004554111,1.010944546,0.025044723,28,0.001232123,1.035052057,1.007566022,0.347071148,1.004404821,0.7252,0.4266,0.8157,0.000660066,1180.09,10.5,20,35.6,10407.06325,0.189983575,11,0.165,35.99272185,4,0.374,0.193619362,0.004708471
57,"-85.1842,32.2873",1113,"Alabama, Russell",0.092804579,3.928627057,0.042332255,2446,1.005736205,1.010944546,0.002452984,6,0.00010384,1.104089514,1.007566022,0.347071148,1.004404821,0.8433,0.7937,0.7768,0.001211471,1243.18,13.4,13.4,72.9,11234.37484,0.217913198,12.1,0.19,222.4574631,4.3,0.451,0.44756927,0.006213115
58,"-86.3103,33.719",1115,"Alabama, St. Clair",0.178578422,10.28300823,0.057582591,5107,1.010923935,1.010944546,0.0121402,62,0.000699064,1.012084306,1.007566022,0.347071148,1.004404821,0.5475,0.3961,0.2502,0.000451009,1571.7,8.8,15.9,109.3,9942.758026,0.183353013,12,0.138,49.02261426,5,0.366,0.093257414,0.003596798
59,"-86.6623,33.2688",1117,"Alabama, Shelby",0.168882443,9.716884478,0.05753638,12411,1.011579883,1.010944546,0.007009911,87,0.000403325,1.015722212,1.007566022,0.347071148,1.004404821,0.0841,0.6877,0.1764,0.001168251,2567.28,6.8,14.3,241.1,6106.016075,0.155611575,12,0.105,113.398369,5,0.35,0.128910977,0.003945166
60,"-88.1992,32.5912",1119,"Alabama, Sumter",0.096423017,4.885351824,0.050665826,643,1.007083893,1.010944546,0.034214619,22,0.001733512,1,1.007566022,0.347071148,1.004404821,0.9561,0.6724,0.9866,0.002600268,915.63,15.5,16.9,14.8,13159.07105,0.22491915,10.4,0.205,13.28757265,3.7,0.428,0.714128122,0.001339532
61,"-86.1689,33.3782",1121,"Alabama, Talladega",0.171421834,9.107080222,0.053126722,4241,1.011639503,1.010944546,0.014619194,62,0.00077667,1.004695249,1.007566022,0.347071148,1.004404821,0.8729,0.5883,0.7985,0.003570176,1274.27,9.3,17.1,104.8,12063.08916,0.231598623,11.5,0.163,69.26434692,5,0.388,0.325675202,0.00408378
62,"-85.7983,32.867",1123,"Alabama, Tallapoosa",0.134086444,6.741240092,0.050275329,2036,1.007816664,1.010944546,0.0456778,93,0.002296466,1.00154561,1.007566022,0.347071148,1.004404821,0.8771,0.4215,0.8685,0.003136035,1370.92,8.1,20.4,53.3,10543.51064,0.181800672,11.4,0.159,44.02404593,4,0.36,0.267797615,0.004271921
63,"-87.5256,33.2873",1125,"Alabama, Tuscaloosa",0.135827815,9.81757782,0.072279583,15100,1.010195235,1.010944546,0.012781457,193,0.000923838,1.013259451,1.007566022,0.347071148,1.004404821,0.6,0.7087,0.809,0.003767154,1769.44,7.5,12.5,161.8,8773.640749,0.178726324,11.3,0.119,229.9536261,5,0.346,0.318446611,0.003345922
64,"-87.3003,33.8027",1127,"Alabama, Walker",0.160275545,10.95572193,0.068355543,4355,1.01404182,1.010944546,0.025947187,113,0.001773634,1.001270656,1.007566022,0.347071148,1.004404821,0.8685,0.3862,0.4492,0.004190799,1419.87,11,18.6,78,15205.87371,0.226809846,11.6,0.142,27.61099578,5,0.396,0.060633172,0.005572036
65,"-88.2069,31.4093",1129,"Alabama, Washington",0.090727817,5.556233972,0.061240689,1003,1.008698272,1.010944546,0.021934197,22,0.001343265,1,1.007566022,0.347071148,1.004404821,0.8777,0.5708,0.2566,0.001526438,1383.19,9.6,18.3,16.2,12133.23899,0.207900921,10.1,0.166,15.06212316,3,0.329,0.233300769,0.078581023
66,"-87.3089,31.9877",1131,"Alabama, Wilcox",0.091559371,6.022395784,0.065775854,699,1.007799572,1.010944546,0.025751073,18,0.001693799,1,1.007566022,0.347071148,1.004404821,0.9882,0.7708,0.6176,0.002822998,874.3,11.6,18.4,12.8,12986.86179,0.220666302,10.4,0.199,15.95919482,3,0.477,0.707349205,0.002258398
67,"-87.3733,34.1503",1133,"Alabama, Winston",0.179518816,12.29923922,0.068512257,1621,1.013869765,1.010944546,0.015422579,25,0.001056636,1,1.007566022,0.347071148,1.004404821,0.8334,0.2592,0.5084,0.00249366,1222.51,12.3,21.1,37.3,10860.0704,0.196479681,11,0.195,18.87575746,4,0.378,0.0079459,0.008706678
68,"-161.9722,55.3222",2013,"Alaska, Aleutians East",0.620689655,5.120910384,0.008250356,29,1,1.016149447,0,0,0,,1.08322761,1.550093703,1.008441496,0.3376,0.9952,0.9351,,1989.47,45.6,8.8,0.5,,0.166468109,,0.126,0,,0.505,0.104125178,0.196870555
69,"-173.867,53.0246",2016,"Alaska, Aleutians West",0.551724138,2.795736502,0.005067272,29,1.062269993,1.016149447,0,0,0,,1.08322761,1.550093703,1.008441496,0.0987,0.986,0.9955,,2830.77,18.8,5.8,1.5,2854.851635,0.151428234,,0.098,0,3,0.443,0.06482614,0.1177704
70,"-149.1427,61.15",2020,"Alaska, Anchorage",0.265574104,17.89818137,0.067394302,19648,1.014162215,1.016149447,0.004885993,96,0.000329288,1.0694488,1.08322761,1.550093703,1.008441496,0.1325,0.8634,0.8176,0.002600004,2712.07,12.2,10,178.3,7680.076172,0.15041432,,0.078,462.5720672,3.3,0.318,0.054480034,0.088719138
71,"-159.8562,60.9098",2050,"Alaska, Bethel",0.502857143,53.14009662,0.105676329,1925,1.019464497,1.016149447,0.004155844,8,0.000439174,1.345900193,1.08322761,1.550093703,1.008441496,0.9624,0.9452,0.9478,0.002031181,1739.56,20.7,7.1,0.4,14126.36088,0.304180171,,0.061,4.727448125,3,0.31,0.009112868,0.837889767
72,"-156.7011,58.7451",2060,"Alaska, Bristol Bay",,0,0,0,,1.016149447,,0,0,,1.08322761,1.550093703,1.008441496,0.1857,0.4257,0.887,,2531.1,19.8,9.6,2.2,,0.181376436,,0.149,0,,0.418,0.007981756,0.326111745
73,"-150.0076,63.6726",2068,"Alaska, Denali",0.265306122,6.313744536,0.02379796,49,1.022265789,1.016149447,0,0,0,,1.08322761,1.550093703,1.008441496,0.1561,0.454,0.5536,,2464.78,19.2,7.3,0.2,7556.099811,0.175746877,,0.049,5.399698928,,0.253,0.021369597,0.05293832
74,"-158.2382,59.796",2070,"Alaska, Dillingham",0.30952381,5.2,0.0168,84,1.00344844,1.016149447,0.011904762,1,2.00E-04,,1.08322761,1.550093703,1.008441496,0.7341,0.8045,0.9093,0.0028,1932.1,22.4,8.6,0.3,13105.63268,0.269308172,,0.103,0,,0.356,0.0072,0.7234
75,"-146.5693,64.8073",2090,"Alaska, Fairbanks North Star",0.294787879,12.28642734,0.041678876,4125,1.018951786,1.016149447,0.004606061,19,0.000191975,1.016016284,1.08322761,1.550093703,1.008441496,0.1876,0.5747,0.7529,0.002424953,2510.31,10,9.2,14.2,7006.596494,0.158535789,,0.062,107.7802173,3,0.3,0.049004254,0.079114084
76,"-135.468,59.0989",2100,"Alaska, Haines",0.090909091,0.404203719,0.004446241,11,1,1.016149447,0,0,0,,1.08322761,1.550093703,1.008441496,0.0484,0.5724,0.482,,2094.82,15.5,24.4,1,4747.923222,0.161178286,,0.074,9.078267663,,0.27,0.006063056,0.104688763
77,"-135.6424,58.2931",2105,"Alaska, Hoonah-Angoon",0.222222222,4.649000465,0.020920502,45,1.006515761,1.016149447,0.022222222,1,0.0004649,,1.08322761,1.550093703,1.008441496,0.3344,0.4575,0.7794,,1945.03,25.1,19.5,0.3,6015.206686,0.200737377,,0.144,0.207254105,,0.322,0.019060902,0.377033938
78,"-134.2004,58.4503",2110,"Alaska, Juneau City and Borough",0.159904535,4.172764924,0.026095351,838,1.007734708,1.016149447,0.003579952,3,9.34E-05,1,1.08322761,1.550093703,1.008441496,0.1025,0.737,0.9322,0.002273223,2706.93,11.1,12,11.9,7650.708832,0.165848709,,0.065,95.18246715,3,0.273,0.012144614,0.1186124
